id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count,target_binary
295745,0.993732590529248,Kill all the nigggers and pedophiles!,0.5348189415041783,0.3495821727019498,0.9512534818941504,0.7764623955431755,0.951949860724234,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-27 04:11:58.425760+00,21,,68679,rejected,0,0,0,0,0,0.0577994428969359,0,1436,1
5792266,0.9129213483146068,The righteous ALT LEFT will eradicate fascist inbred redneck white supremacists like cockroaches. We will hunt them down like pigs and lynch them in our town squares and cities. We will gut them as they emerge from their backwoods swamps. Be warned white supremacist/nationalist scum. We will kill you and burn down your homes and destroy you and your families. The righteous ALT LEFT will cut your filthy throats in your homes in fort of your children.,0.5035112359550562,0.3012640449438202,0.7914325842696629,0.8644662921348315,0.8181179775280899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-08-18 02:44:30.905674+00,105,,367468,rejected,0,0,0,0,0,0.0063202247191011,4,1424,1
548767,0.0,Abp. Chaput may not give a wit about becoming a cardinal. Maybe he is actually what Pope Francis spoke about numerous times that men should not be lusting after higher positions in the hierarchy of the Church. Maybe he truly wishes those who he believes have self-excommunicated need to repent and return to what the Church believes and teaches. I don't think he is concerned one bit that he has been overlooked.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-24 16:35:36.763764+00,53,548726.0,149393,approved,0,0,0,0,0,0.0,4,4,0
5883664,0.9,".
.
Is there really a God ?
... I once thought there was even after being RAPED Physically, Emotionally AND SPIRITUALLY by my pastor, til I witnessed how these so called mEN of God(Jorge et. al.) Damned their OWN Victims.
.
If there is a God...and he has the conjones to let me into heaven, after having to Live this Hell wrought by these so called mEN of God, I'm going to give him a good swift kick in the arse !
.
.",0.6,0.8,0.4,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-02 03:55:48.245526+00,53,5879007.0,373036,approved,0,0,0,2,0,0.9,10,10,1
5754942,0.9739357080799304,"BURN THIS DOG RAPING WHITE NIGER ALIVE
TIME for THESE NIGER LOVERS to DIE for THEIR CAUSE
KILL THEM ALL REAL SLOW",0.5690703735881842,0.5968722849695917,0.9174630755864464,0.8870547350130322,0.8922675933970462,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-12 14:43:54.499639+00,105,,365110,rejected,0,0,0,0,0,0.1303214596003475,0,1151,1
778746,0.0,"Coal dust wafting over crops and into communities. I have friends who live  in Beach Grove and depending on the winds, the coal dust from Roberts Bank is a sooty layer over their putdoor furniture. And no doubt into their lungs.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-02 05:18:21.042349+00,54,778113.0,159565,approved,0,0,1,1,3,0.0,0,4,0
5745526,0.0,"I wasn't seeking any credibility from you, confused one.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-10 17:41:08.287234+00,102,5745473.0,365046,approved,0,0,0,1,1,0.0,0,4,0
5658230,0.0,"Overpopulation of humans is a problem all over the planet.  The only real solution is government regulated population control, free birth control, emphasis on educating women so they want to have fewer babies.  Of course this will mostly never happen because it requires hard, politically unpopular decisions.  Why are there so many people living in this community when there are clearly no jobs?  How are they feeding themselves?  Is the government keeping them alive?  Again, these decisions are hard.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-26 00:39:26.205637+00,54,,359281,approved,0,1,1,3,1,0.0,4,4,0
5869719,0.0,"Isn't ""stoned"" a better description of the driver's condition given they are suspected of driving while intoxicated on marijuana as well as alcohol?  Maybe it's just me, but I've never heard of someone being drunk on marijuana . . .",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-30 19:37:59.405524+00,102,5867416.0,372268,approved,0,0,0,0,0,0.0,0,4,0
6117520,0.0,Good luck getting a signal.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-10 14:06:47.459725+00,54,6117106.0,387324,approved,0,0,0,0,1,0.0,0,4,0
516743,0.5,Have you had your head buried in the sand? Bill Clinton had several sorid affairs and a woman who said he raped her. Trump made some crude remarks 11 years ago. THINK,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-09 04:35:32.647815+00,21,516575.0,148013,approved,0,0,0,1,0,0.2,4,10,0
6180251,0.9903961584633852,"DOGS----
EAT
SHIT
SLEEP
BARK

NIGERS
EAT 
SHIT
SLEEP
RAPE
MURDER
STEAL

DOGS and NIGERS---PAST TIME to EXTERMINATE the FILTHY NON-HUMAN MONGRELS",0.5912364945978391,0.9723889555822328,0.9099639855942376,0.9717887154861944,0.8199279711884755,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-19 16:06:33.769155+00,21,6179746.0,390746,rejected,0,0,0,0,0,0.7010804321728692,0,1666,1
5981279,0.9490445859872612,We will send wave after wave of American soldiers to storm the beaches of North Korea. We will kill until no North Korean remains standing. We will burn their cities and desecrate the graves of their ancestors. To war!,0.5031847133757962,0.1019108280254777,0.7770700636942675,0.2229299363057324,0.9363057324840764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-19 18:01:52.511932+00,102,,379494,approved,0,0,2,2,3,0.0127388535031847,4,157,1
5174016,0.6,"Or perhaps you are a troll, who comes here just to provoke, to be mean, to undermine in his own small way the gains we have made in equality, which he finds threatening.",0.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-24 22:17:07.328347+00,54,5173929.0,329329,rejected,0,0,0,0,1,0.0,0,10,0
5186330,0.0,Plus the construction industry would not like it because it is less work for them.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-27 16:06:36.609455+00,55,5186120.0,330104,approved,0,0,0,3,0,0.0,0,4,0
680030,0.8,"""immiserate"": transitive verb, meaning to make miserable.

Darn those Chinese and their inscrutable justice system! Imagine making accused spies feel miserable. You'd never see America or Canada doing that.",0.5,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-08 17:40:19.034949+00,54,,155278,approved,1,0,0,0,0,0.0,4,10,1
